packet_id,category,expected_choice,pred_choice,confidence,exact_correct,baseline_correct,policy_correct,raw_answer,model
pairwise_router_v120_budget0_all_0198_recovery_s60601_p58_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0199_recovery_s60601_p58_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0200_recovery_s60601_p58_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0201_recovery_s60601_p96_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0202_recovery_s60601_p96_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0203_recovery_s60601_p96_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0204_recovery_s60601_p96_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0205_recovery_s60601_p96_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0206_recovery_s60601_p96_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0207_recovery_s60601_p96_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0208_recovery_s60601_p98_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0209_recovery_s60601_p100_t0,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0210_recovery_s60601_p100_t2,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0211_recovery_s60601_p100_t3,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0212_recovery_s60601_p100_t4,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0213_recovery_s60601_p100_t5,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0214_recovery_s60601_p101_t0,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0215_recovery_s60601_p101_t1,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0216_recovery_s60601_p101_t2,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0217_recovery_s60601_p101_t3,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0218_recovery_s60601_p101_t4,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0219_recovery_s60601_p101_t5,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0220_recovery_s60601_p101_t6,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0221_recovery_s60601_p101_t7,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0222_recovery_s60601_p102_t0,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0223_recovery_s60601_p102_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0224_recovery_s60601_p102_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0225_recovery_s60601_p102_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0226_recovery_s60601_p102_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0227_recovery_s60601_p111_t1,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0228_recovery_s60601_p111_t2,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0229_recovery_s60601_p111_t4,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0230_recovery_s60601_p111_t5,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0231_recovery_s60601_p111_t6,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0232_recovery_s60601_p111_t7,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0233_recovery_s60602_p12_t0,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0234_recovery_s60602_p12_t1,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0235_recovery_s60602_p12_t2,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0236_recovery_s60602_p12_t3,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0237_recovery_s60602_p12_t4,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0238_recovery_s60602_p12_t5,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0239_recovery_s60602_p12_t6,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0240_recovery_s60602_p12_t7,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0241_recovery_s60602_p35_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0242_recovery_s60602_p35_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0243_recovery_s60602_p35_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0244_recovery_s60602_p35_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0245_recovery_s60602_p35_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0246_recovery_s60602_p35_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0247_recovery_s60602_p35_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0248_recovery_s60602_p35_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0249_recovery_s60602_p43_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0250_recovery_s60602_p43_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0251_recovery_s60602_p47_t2,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0252_recovery_s60602_p47_t3,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0253_recovery_s60602_p91_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0254_recovery_s60602_p91_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0255_recovery_s60602_p91_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0256_recovery_s60602_p98_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0257_recovery_s60602_p99_t4,recovery,B,NEITHER,0.95,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0258_recovery_s60602_p100_t0,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0259_recovery_s60602_p111_t2,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0260_recovery_s60603_p3_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0261_recovery_s60603_p3_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0262_recovery_s60603_p3_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0263_recovery_s60603_p3_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0264_recovery_s60603_p3_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0265_recovery_s60603_p3_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0266_recovery_s60603_p3_t6,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0267_recovery_s60603_p3_t7,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0268_recovery_s60603_p7_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0269_recovery_s60603_p7_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0270_recovery_s60603_p7_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0271_recovery_s60603_p9_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0272_recovery_s60603_p10_t1,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0273_recovery_s60603_p10_t2,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0274_recovery_s60603_p10_t3,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0275_recovery_s60603_p10_t4,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0276_recovery_s60603_p10_t5,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0277_recovery_s60603_p10_t6,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0278_recovery_s60603_p10_t7,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0279_recovery_s60603_p19_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0280_recovery_s60603_p19_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0281_recovery_s60603_p29_t5,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0282_recovery_s60603_p35_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0283_recovery_s60603_p35_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0284_recovery_s60603_p35_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0285_recovery_s60603_p35_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0286_recovery_s60603_p35_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0287_recovery_s60603_p35_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0288_recovery_s60603_p39_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0289_recovery_s60603_p39_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0290_recovery_s60603_p39_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0291_recovery_s60603_p39_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0292_recovery_s60603_p39_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0293_recovery_s60603_p43_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0294_recovery_s60603_p43_t7,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0295_recovery_s60603_p47_t1,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0296_recovery_s60603_p47_t2,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0297_recovery_s60603_p47_t3,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0298_recovery_s60603_p47_t4,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0299_recovery_s60603_p47_t5,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0300_recovery_s60603_p47_t6,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0301_recovery_s60603_p79_t5,recovery,B,NEITHER,0.95,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0302_recovery_s60603_p79_t6,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0303_recovery_s60603_p83_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0304_recovery_s60603_p83_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0305_recovery_s60603_p83_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0306_recovery_s60603_p91_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0307_recovery_s60603_p91_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0308_recovery_s60603_p91_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0309_recovery_s60603_p91_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0310_recovery_s60603_p91_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0311_recovery_s60603_p91_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0312_recovery_s60603_p91_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0313_recovery_s60603_p91_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0314_recovery_s60603_p94_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0315_recovery_s60603_p94_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0316_recovery_s60603_p94_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0317_recovery_s60603_p95_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0318_recovery_s60603_p96_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0319_recovery_s60603_p96_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0320_recovery_s60603_p96_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0321_recovery_s60603_p96_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0322_recovery_s60603_p96_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0323_recovery_s60603_p96_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0324_recovery_s60603_p96_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0325_recovery_s60603_p96_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0326_recovery_s60603_p99_t2,recovery,B,NEITHER,0.95,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0327_recovery_s60603_p99_t4,recovery,B,NEITHER,0.95,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0328_recovery_s60603_p99_t7,recovery,B,NEITHER,0.95,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0329_recovery_s60603_p101_t0,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0330_recovery_s60603_p101_t1,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0331_recovery_s60603_p101_t2,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0332_recovery_s60603_p101_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0333_recovery_s60603_p101_t4,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0334_recovery_s60603_p101_t5,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0335_recovery_s60603_p101_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0336_recovery_s60603_p102_t0,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0337_recovery_s60603_p102_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0338_recovery_s60603_p102_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0339_recovery_s60603_p102_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0340_recovery_s60603_p102_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0341_recovery_s60603_p102_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0342_recovery_s60603_p102_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0343_recovery_s60603_p104_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0344_recovery_s60603_p104_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0345_recovery_s60603_p104_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0346_recovery_s60603_p107_t0,recovery,B,NEITHER,0.95,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0347_recovery_s60603_p107_t3,recovery,B,NEITHER,0.95,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0348_recovery_s60603_p107_t5,recovery,B,NEITHER,0.95,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0349_recovery_s60603_p110_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0350_recovery_s60603_p111_t0,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0351_recovery_s60603_p111_t1,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0352_recovery_s60603_p111_t2,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0353_recovery_s60603_p111_t3,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0354_recovery_s60603_p111_t4,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0355_recovery_s60603_p111_t5,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0356_recovery_s60603_p111_t6,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0357_recovery_s60603_p111_t7,recovery,B,B,1,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0358_regression_s60601_p88_t0,regression,A,B,1,False,True,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0359_regression_s60602_p18_t4,regression,A,A,1.0,True,True,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0360_regression_s60603_p14_t2,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0361_regression_s60603_p14_t4,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0362_regression_s60603_p14_t5,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0363_regression_s60603_p18_t1,regression,A,A,1.0,True,True,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0364_regression_s60603_p18_t2,regression,A,A,1.0,True,True,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0365_regression_s60603_p18_t3,regression,A,A,1.0,True,True,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0366_regression_s60603_p18_t5,regression,A,A,1.0,True,True,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0367_regression_s60603_p18_t6,regression,A,A,1.0,True,True,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0368_regression_s60603_p63_t6,regression,A,BOTH,1,False,True,False,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0369_regression_s60603_p88_t4,regression,A,B,1,False,True,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0370_regression_s60603_p107_t4,regression,A,NEITHER,1.0,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0371_regression_s60603_p112_t0,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0372_regression_s60603_p112_t1,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0373_regression_s60603_p112_t2,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0374_regression_s60603_p112_t3,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0375_regression_s60603_p112_t4,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0376_regression_s60603_p112_t5,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0377_regression_s60603_p112_t6,regression,A,NEITHER,0.95,False,True,False,NEITHER,qwen3:14b
